petugas_id;jenis_perangkat_kode;id_perangkat;serial_number;lokasi_kode;nama_perangkat;jenis_barang;merk;id_remoteaccess;spesifikasi_processor;kapasitas_ram;Kapasitas SSD;Kapasitas HDD;mac_ethernet;mac_wireless;ip_ethernet;ip_wireless;serial_number_monitor;tanggal_entry
09db266e-5d1c-4f75-bf75-20ad34350f57;001;001.2025.12.0428;HHYVW94;HDLT3;HDLT3-0428;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optiplex 7020;1572445000;i5-14500;8;521 GB;-;E8-CF-83-40-C7-B4;28-95-29-ED-B0-D4;10.10.12.76;-;6YNW734;30/12/2025 08:18
09db266e-5d1c-4f75-bf75-20ad34350f57;003;003.2025.12.0429;X5NZ093082;HDLT3;HDLT3-0429;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;EPSON L5190;-;-;-;-;-;-;-;-;-;-;30/12/2025 08:18
09db266e-5d1c-4f75-bf75-20ad34350f57;003;003.2025.12.0430;VVNY000540;HDLT3;HDLT3-0430;6ea67665-0daa-4a4d-831d-26982a83c36d;EPSON TM-T8211;-;-;-;-;-;-;-;-;-;-;30/12/2025 08:18
09db266e-5d1c-4f75-bf75-20ad34350f57;001;001.2025.12.0431;94C69114F224;HDLT3;HDLT3-0431;459e4cce-e375-42c4-893c-57437d650159;Intel NUC;318603828;i5-5250U;4;-;1 TB;94-C6-91-14-F2-24;90-61-AE-10-4B-3A;10.10.7.82;-;ZZMAH4ZJ700293A;30/12/2025 08:18
09db266e-5d1c-4f75-bf75-20ad34350f57;001;001.2025.12.0432;D7G79V2;HDLT3;HDLT3-0432;5c99d08a-6f50-41c5-80c3-dcafdc1a3036;Dell Optiplex 3050;639451596;i5-7500T;8;512;-;B8-85-84-BF-C2-1C;16-A3-9D-52-2D-32;10.10.25.139;-;-;30/12/2025 08:18
09db266e-5d1c-4f75-bf75-20ad34350f57;001;001.2025.12.0433;D7889V2;HDLT3;HDLT3-0433;5c99d08a-6f50-41c5-80c3-dcafdc1a3036;Dell Optiplex 3050;1961697641;i5-7500T;8;128;-;B8-85-84-C0-8B-36;04-D3-B0-F4-89-4F;10.10.7.14;-;-;30/12/2025 08:18
09db266e-5d1c-4f75-bf75-20ad34350f57;003;003.2026.1.0434;X5NZ11614;IBS;IBS-0434;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;Epson L5190;-;-;-;-;-;-;-;-;-;-;02/01/2026 08:18
09db266e-5d1c-4f75-bf75-20ad34350f57;001;001.2026.1.0435;CTGQH04;IBS;IBS-0435;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optiplex Tower 7010;1595152925;i5-13500;8;512GB;1 TB;28-C5-D2-99-12-B9;28-C5-D2-99-12-B8;-;10.10.27.165;J8DT2Y3;02/01/2026 08:18
09db266e-5d1c-4f75-bf75-20ad34350f57;001;001.2026.1.0436;H0ZCYF3;IBS;IBS-0436;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optiplex 3080;946269066;i5-10505;8;256GB;1 TB;70-B5-E8-78-E0-C1;60-A4-B7-22-98-AB;10.10.7.56;-;JXXDHC3;02/01/2026 08:18
09db266e-5d1c-4f75-bf75-20ad34350f57;001;001.2026.1.0437;BJYVW94;IBS;IBS-0437;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optiplex Tower 7020;1653778973;i5-14500;8;512GB;-;28-95-29-A7-1B-20;28-95-29-A7-1B-1F;-;-;FBNW734;02/01/2026 08:18
802e17f6-2644-47f7-ae4f-ab6778b79b93;001;001.2025.12.0438; - ;PERLENGKAPAN;PERLENGKAPAN-0438;debfc410-f4ba-4faf-8947-37394f0e8ee3;LENOVO THINK CENTRE;1 622 342 534;i7-7700;4;-;1 TB;6C-4B-90-48-CC-97;-;10.10.17.73;-;tanpa serial;02/01/2026 08:18
802e17f6-2644-47f7-ae4f-ab6778b79b93;001;001.2025.12.0439;-;PERLENGKAPAN;PERLENGKAPAN-0439;5c99d08a-6f50-41c5-80c3-dcafdc1a3036;-;-;-;-;-;-;-;-;-;-;-;02/01/2026 08:18
802e17f6-2644-47f7-ae4f-ab6778b79b93;001;001.2025.12.0440;-;PERLENGKAPAN;PERLENGKAPAN-0440;debfc410-f4ba-4faf-8947-37394f0e8ee3;hp desktop mini tower;779305032;core 2duo e7500;2;500;-;6c-62-6d-53-f3-9d;-;10.10.11.178;-;505inrc0j574;29/12/2025 09:36
802e17f6-2644-47f7-ae4f-ab6778b79b93;001;001.2025.12.0441;- ;PERLENGKAPAN;PERLENGKAPAN-0441;debfc410-f4ba-4faf-8947-37394f0e8ee3;dell vostro desktop;1245213540;i5-8400;8;-;1 TB;8c-ec-48-9b-e4-05;80-28-f9-a7-e5-67;10.10.13.159;-;b2l6rx2;29/12/2025 09:15
802e17f6-2644-47f7-ae4f-ab6778b79b93;001;001.2025.12.0442;h86nly3;PERLENGKAPAN;PERLENGKAPAN-0442;debfc410-f4ba-4faf-8947-37394f0e8ee3;optiplex desktop;1614833283;i5-13500;8;256gb;1 TB;20-88-10-5f-f3-21;c4-3d-1a-9f-4f-9d;10.10.5 157;-;cgfxtm3;29/12/2025 09:23
802e17f6-2644-47f7-ae4f-ab6778b79b93;002;002.2025.12.0443;-;PERLENGKAPAN;PERLENGKAPAN-0443;3c316cea-e799-455a-a6ea-4f6cd6bccb2e;DELL INSPIRON  ;744 202 339;i5-1155G7;8;512;-;-; D4-54-8B-7E-D8-F8;-;-;-;16/12/2025 12:03
802e17f6-2644-47f7-ae4f-ab6778b79b93;002;002.2025.12.0444;pw087raf;PERLENGKAPAN;PERLENGKAPAN-0444;3c316cea-e799-455a-a6ea-4f6cd6bccb2e;lenovo thinkbook 14 g6 irl;1870768103;i5-1335u;16;512;-;f4-a8-0d-bd-29-e0;e4-60-17-2d-fe-9c;-;-;-;29/12/2025 09:33
802e17f6-2644-47f7-ae4f-ab6778b79b93;003;003.2025.12.0445;vhsk079749;PERLENGKAPAN;PERLENGKAPAN-0445;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;L310 ;-;-;-;-;-;-;-;-;-;-;29/12/2025 09:07
802e17f6-2644-47f7-ae4f-ab6778b79b93;003;003.2025.12.0446;tp2k728325;PERLENGKAPAN;PERLENGKAPAN-0446;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;L120;-;-;-;-;-;-;-;-;-;-;29/12/2025 09:07
802e17f6-2644-47f7-ae4f-ab6778b79b93;003;003.2025.12.0447;vjmy058117;PERLENGKAPAN;PERLENGKAPAN-0447;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;L565;-;-;-;-;-;-;-;-;-;-;29/12/2025 09:08
802e17f6-2644-47f7-ae4f-ab6778b79b93;003;003.2025.12.0448;E0BB9E2FAFF5;PERLENGKAPAN;PERLENGKAPAN-0448;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;L6270;-;-;-;-;-;-;-;-;-;-;29/12/2025 09:10
802e17f6-2644-47f7-ae4f-ab6778b79b93;003;003.2025.12.0449;E0BB9E42C248;PERLENGKAPAN;PERLENGKAPAN-0449;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;L6290;-;-;-;-;-;-;-;-;-;-;29/12/2025 09:12
802e17f6-2644-47f7-ae4f-ab6778b79b93;005;005.2025.12.0450;cd7h103397;PERLENGKAPAN;PERLENGKAPAN-0450;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;Fujitsu scan snap ix1600;-;-;-;-;-;-;-;-;-;-;29/12/2025 09:13
63af880e-7711-41d2-96ad-2d5b5f224a5c;001;001.2025.12.0451;893CVQ3;PENDAPATAN;PENDAPATAN-0451;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell optiplex 3000;952214094;i5-12500;8;256 gb;1 TB;-;-;10.10.17.46;-;hf8tfj3;29/12/2025 09:32
63af880e-7711-41d2-96ad-2d5b5f224a5c;003;003.2025.12.0452;-;PENDAPATAN;PENDAPATAN-0452;cdee2d23-080e-4690-b92f-912fa81bdf6f;Epson LQ-2190;-;-;-;-;-;-;-;-;-;-;16/12/2025 12:03
63af880e-7711-41d2-96ad-2d5b5f224a5c;003;003.2025.12.0453;x8lv023887;PENDAPATAN;PENDAPATAN-0453;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;epson l1250;-;-;-;-;-;-;-;-;-;-;29/12/2025 09:41
63af880e-7711-41d2-96ad-2d5b5f224a5c;004;004.2025.12.0454;8,06097E+11;PENDAPATAN;PENDAPATAN-0454;9bc32010-6b0d-4689-9e0a-404a6b806ff0;samsung galaxy tab s10 fe 5G;-;-;-;8 GB;-;-;-;-;-;-;29/12/2025 09:48
63af880e-7711-41d2-96ad-2d5b5f224a5c;002;002.2025.12.0455;SBNXGF00002244A;PENDAPATAN;PENDAPATAN-0455;3c316cea-e799-455a-a6ea-4f6cd6bccb2e;Asus Xpertbook B1403CVA;1125853729;i5-1335U;8;512 GB;-;-;E8-B0-C5-13-86-S7;-;-;-;29/12/2025 09:53
63af880e-7711-41d2-96ad-2d5b5f224a5c;004;004.2025.12.0456;rr2x4008d1y;PENDAPATAN;PENDAPATAN-0456;9bc32010-6b0d-4689-9e0a-404a6b806ff0;samsung galaxy s9 fe;-;-;12;256 gb;-;-;c8-o0-8a-e5-3a-48;-;-;-;29/12/2025 10:13
63af880e-7711-41d2-96ad-2d5b5f224a5c;001;001.2025.12.0457;PC0JNXZ2;TULIPLT3;TULIPLT3-0457;debfc410-f4ba-4faf-8947-37394f0e8ee3;Lenovo ThinkCentre ;1433926848;i7-6700;4;256 GB;1 TB;00-23-24-e8-66-64;-;10.10.18.10;-;V1AKW97;29/12/2025 10:23
63af880e-7711-41d2-96ad-2d5b5f224a5c;001;001.2025.12.0458;90ZCYF3;TULIPLT3;TULIPLT3-0458;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optiplex 3080;532211600;i5-10505;8;256 GB;1 TB;70-b5-e8-78-ec-2d;-;10.10.18.11;-;-;29/12/2025 10:27
63af880e-7711-41d2-96ad-2d5b5f224a5c;003;003.2025.12.0459;X8FN011870;TULIPLT3;TULIPLT3-0459;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;Epson L6270;-;-;-;-;-;-;-;-;-;-;29/12/2025 10:31
63af880e-7711-41d2-96ad-2d5b5f224a5c;003;003.2025.12.0460;PHFXF23289;TULIPLT3;TULIPLT3-0460;3ac8a164-68bd-47c9-a13f-41cd40531081;HP M404DN;-;-;-;-;-;-;-;-;-;-;29/12/2025 10:38
63af880e-7711-41d2-96ad-2d5b5f224a5c;001;001.2025.12.0461;3VP9B24;TULIPLT3;TULIPLT3-0461;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optiplex 7010;675790660;i5-13500;8;512 GB;1 TB;20-88-10-a1-10-48;-;10.10.3.45;-;2ZVFGZ3;29/12/2025 10:41
63af880e-7711-41d2-96ad-2d5b5f224a5c;002;002.2025.12.0462;70691W2;TULIPLT3;TULIPLT3-0462;3c316cea-e799-455a-a6ea-4f6cd6bccb2e;Dell Latitude 3490;941871202;i5-8250;4;-;1 TB;-;-;10.10.3.155;-;-;29/12/2025 10:45
63af880e-7711-41d2-96ad-2d5b5f224a5c;002;002.2025.12.0463;B1BZ1W2;TULIPLT3;TULIPLT3-0463;3c316cea-e799-455a-a6ea-4f6cd6bccb2e;Dell Latitude 3490;1976988786;i5-8250u;4;128 GB;-;d8-d0-90-0e-bf-9b;10-5b-ad-54-60-85;-;192.168.137.99;-;30/12/2025 07:39
63af880e-7711-41d2-96ad-2d5b5f224a5c;002;002.2025.12.0464;PF0J3X2J;TULIPLT3;TULIPLT3-0464;3c316cea-e799-455a-a6ea-4f6cd6bccb2e;Lenovo thinkpad ;352270238;i7-6500u;4;128 GB;-;-;-;10.10.18.222;-;-;30/12/2025 07:32
63af880e-7711-41d2-96ad-2d5b5f224a5c;004;004.2025.12.0465;3GKUN24911G04930;TULIPLT3;TULIPLT3-0465;9bc32010-6b0d-4689-9e0a-404a6b806ff0;"Huawei MatePad 11.5""S";-;-;8;256 GB;-;-;F2-ea-ad-37-25-49;-;-;-;30/12/2025 08:25
802e17f6-2644-47f7-ae4f-ab6778b79b93;001;001.2025.12.0466;2c6nly3;TULIPLT2;TULIPLT2-0466;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optiplex tower 7010;1032100880;i5-13500;8;256gb;1 TB ;20-88-10-60-B5-70;c4-3d-1a-9u-ba-99;10.10.18.149;-;j45rw23;29/12/2025 09:58
802e17f6-2644-47f7-ae4f-ab6778b79b93;004;004.2025.12.0467;-;TULIPLT2;TULIPLT2-0467;debfc410-f4ba-4faf-8947-37394f0e8ee3;-;-;-;-;-;-;-;-;-;-;-;16/12/2025 12:03
802e17f6-2644-47f7-ae4f-ab6778b79b93;001;001.2025.12.0468;-;TULIPLT2;TULIPLT2-0468;debfc410-f4ba-4faf-8947-37394f0e8ee3;-;-;-;-;-;-;-;-;-;-;-;16/12/2025 12:03
802e17f6-2644-47f7-ae4f-ab6778b79b93;003;003.2025.12.0469;x6qu042838;TULIPLT2;TULIPLT2-0469;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;-;-;-;-;-;-;-;-;-;-;-;29/12/2025 10:03
802e17f6-2644-47f7-ae4f-ab6778b79b93;003;003.2025.12.0470;x8fn011886;TULIPLT2;TULIPLT2-0470;3ac8a164-68bd-47c9-a13f-41cd40531081;-;-;-;-;-;-;-;-;-;-;-;29/12/2025 10:05
802e17f6-2644-47f7-ae4f-ab6778b79b93;001;001.2025.12.0471;c0fvq3;TULIPLT2;TULIPLT2-0471;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optiplex 3000;821849954;i5-12500;8;256gb; 1 tb;00-be-43-e2-43-ec;88-78-73-dd-8a-29;10.10.12.138;-;2j8tfj3;29/12/2025 10:11
802e17f6-2644-47f7-ae4f-ab6778b79b93;001;001.2025.12.0472;-;TULIPLT2;TULIPLT2-0472;debfc410-f4ba-4faf-8947-37394f0e8ee3;-;-;-;-;-;-;-;-;-;-;-;16/12/2025 12:03
802e17f6-2644-47f7-ae4f-ab6778b79b93;001;001.2025.12.0473;-;TULIPLT2;TULIPLT2-0473;debfc410-f4ba-4faf-8947-37394f0e8ee3;-;-;-;-;-;-;-;-;-;-;-;16/12/2025 12:03
802e17f6-2644-47f7-ae4f-ab6778b79b93;001;001.2025.12.0474;-;TULIPLT2;TULIPLT2-0474;debfc410-f4ba-4faf-8947-37394f0e8ee3;-;-;-;-;-;-;-;-;-;-;-;16/12/2025 12:03
802e17f6-2644-47f7-ae4f-ab6778b79b93;001;001.2025.12.0475;-;TULIPLT2;TULIPLT2-0475;3c316cea-e799-455a-a6ea-4f6cd6bccb2e;-;-;-;-;-;-;-;-;-;-;-;16/12/2025 12:03
802e17f6-2644-47f7-ae4f-ab6778b79b93;001;001.2025.12.0476;-;TULIPLT2;TULIPLT2-0476;3c316cea-e799-455a-a6ea-4f6cd6bccb2e;-;-;-;-;-;-;-;-;-;-;-;16/12/2025 12:03
802e17f6-2644-47f7-ae4f-ab6778b79b93;001;001.2025.12.0477;-;TULIPLT2;TULIPLT2-0477;3c316cea-e799-455a-a6ea-4f6cd6bccb2e;-;-;-;-;-;-;-;-;-;-;-;16/12/2025 12:03
802e17f6-2644-47f7-ae4f-ab6778b79b93;001;001.2025.12.0478;-;TULIPLT2;TULIPLT2-0478;3c316cea-e799-455a-a6ea-4f6cd6bccb2e;-;-;-;-;-;-;-;-;-;-;-;16/12/2025 12:03
802e17f6-2644-47f7-ae4f-ab6778b79b93;004;004.2025.12.0479;-;TULIPLT2;TULIPLT2-0479;9bc32010-6b0d-4689-9e0a-404a6b806ff0;-;-;-;-;-;-;-;-;-;-;-;16/12/2025 12:03
802e17f6-2644-47f7-ae4f-ab6778b79b93;004;004.2025.12.0480;-;TULIPLT2;TULIPLT2-0480;9bc32010-6b0d-4689-9e0a-404a6b806ff0;-;-;-;-;-;-;-;-;-;-;-;16/12/2025 12:03
802e17f6-2644-47f7-ae4f-ab6778b79b93;004;004.2025.12.0481;-;TULIPLT2;TULIPLT2-0481;9bc32010-6b0d-4689-9e0a-404a6b806ff0;-;-;-;-;-;-;-;-;-;-;-;16/12/2025 12:03
802e17f6-2644-47f7-ae4f-ab6778b79b93;004;004.2025.12.0482;-;TULIPLT2;TULIPLT2-0482;3c316cea-e799-455a-a6ea-4f6cd6bccb2e;LAPTOP DIBAWA PULANG tungguINFO;-;-;-;-;-;-;-;-;-;-;16/12/2025 12:03
802e17f6-2644-47f7-ae4f-ab6778b79b93;003;003.2025.12.0483;PHFXF20952;TULIPLT2;TULIPLT2-0483;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;hp m404dn;-;-;-;-;-;-;-;10.10.12.189;-;-;29/12/2025 10:03
802e17f6-2644-47f7-ae4f-ab6778b79b93;003;003.2025.12.0484;PHCBG16452;TULIPLT2;TULIPLT2-0484;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;hp m402;-;-;-;-;-;-;-;10.10.34.150;-;-;29/12/2025 10:04
efd6c2a0-a68e-46aa-89ca-29c0f62f52da;001;001.2025.12.0485;405FVQ3;LABPA;LABPA-0485;debfc410-f4ba-4faf-8947-37394f0e8ee3;OptiPlex 3000;381 534 011;i5-12500;8;512GB;1 TB;00-BE-43-E2-4D-EA;5C-E0-C5-3B-2C-B1;10.10.39.11;-;918TFJ3;29/12/2025 13:38
efd6c2a0-a68e-46aa-89ca-29c0f62f52da;001;001.2025.12.0486;196NLY3;LABPA;LABPA-0486;debfc410-f4ba-4faf-8947-37394f0e8ee3;OptiPlex Tower 7010;735 707 595; i5-13500 ;8;256;1 TB;20-88-10-60-B3-A2;C4-3D-1A-97-BD-5F;10.10.39.230;-;B6FXTM3;30/12/2025 09:25
efd6c2a0-a68e-46aa-89ca-29c0f62f52da;001;001.2025.12.0487;JGYVW94;LABPA;LABPA-0487;debfc410-f4ba-4faf-8947-37394f0e8ee3;OptiPlex Tower 7020;1 570 589 926;i5-14500;8;512GB;-;E8-CF-83-40-C9-87;28-95-29-EC-7F-CA;10.10.39.23;-;4MNW734;30/12/2025 10:03
efd6c2a0-a68e-46aa-89ca-29c0f62f52da;002;002.2025.12.0488;SBNXGF00000144C;LABPA;LABPA-0488;3c316cea-e799-455a-a6ea-4f6cd6bccb2e;ASUS EXPERTBOOK B1402CVA;1 028 584 852;i5-1335U;8;512GB;-;CC-28-AA-8E-B2-2F;D4-F3-2D-62-8C-DE;-;-;-;29/12/2025 13:52
efd6c2a0-a68e-46aa-89ca-29c0f62f52da;002;002.2025.12.0489;PF0BFFWL;LABPA;LABPA-0489;3c316cea-e799-455a-a6ea-4f6cd6bccb2e;ThinkPad E450;1 421 483 487;i5-5200U;4;512gb;-;50-7B-9D-14-35-23;60-6D-C7-52-CA-85;-;-;-;30/12/2025 10:30
efd6c2a0-a68e-46aa-89ca-29c0f62f52da;003;003.2025.12.0490;X8EZ033577;LABPA;LABPA-0490;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;EPSON L6290;-;-;-;-;-;-;-;-;-;-;29/12/2025 14:11
efd6c2a0-a68e-46aa-89ca-29c0f62f52da;003;003.2025.12.0491;X5NZ093076;LABPA;LABPA-0491;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;EPSON L5190;-;-;-;-;-;-;-;-;-;-;30/12/2025 09:44
efd6c2a0-a68e-46aa-89ca-29c0f62f52da;003;003.2025.12.0492;X5NZ037528;LABPA;LABPA-0492;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;EPSON L5190;-;-;-;-;-;-;-;-;-;-;30/12/2025 10:12
efd6c2a0-a68e-46aa-89ca-29c0f62f52da;006;006.2025.12.0493;RRCX802MHXY;LABPA;LABPA-0493;0ea4a02b-54a3-45cc-a865-6b59f1d3187d;SAMSUNG A35 5G;1952976973;-;8;256;-;-;BCB2CC1C8B94;-;-;-;29/12/2025 14:01
efd6c2a0-a68e-46aa-89ca-29c0f62f52da;003;003.2025.12.0494;Q7FYJ08984;LABPA;LABPA-0494;cdee2d23-080e-4690-b92f-912fa81bdf6f;EPSON LX-310;-;-;-;-;-;-;-;-;-;-;30/12/2025 10:14
efd6c2a0-a68e-46aa-89ca-29c0f62f52da;003;003.2025.12.0495;52J185300812;LABPA;LABPA-0495;6ea67665-0daa-4a4d-831d-26982a83c36d;ZEBRA ZT230;-;-;-;-;-;-;-;-;-;-;30/12/2025 10:14
a3b61152-da4b-40a5-aaf8-2aabf02cd071;001;001.2025.12.0496;9LSW053;SDM;SDM-0496;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optiplex3070;1496488473;15-9500;8;128 GB;1TB ;70-85-E8-28-08-4C;1C-BF-C0-BB-5C-73;10.10.17.58;-;D667RW23;30/12/2025 07:31
a3b61152-da4b-40a5-aaf8-2aabf02cd071;001;001.2025.12.0497;1LYCF3;SDM;SDM-0497;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optiplex8030;765905090;i5-10505;8;256 GB;1TB ;70-B5-E8-78-E0-00;10-27-F5-45-7C-63;10.10.17.61;-;J3TDHC3;30/12/2025 07:37
a3b61152-da4b-40a5-aaf8-2aabf02cd071;003;003.2025.12.0498;VJMY083030;SDM;SDM-0498;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;Epson L565;-;-;-;-;-;-;-;-;-;-;30/12/2025 07:41
a3b61152-da4b-40a5-aaf8-2aabf02cd071;005;005.2025.12.0499;SG0941101S;SDM;SDM-0499;b7d9a2f1-cc59-40b8-9965-fa71b177b3eb;Hp Scanjet Enterprise Flow 7500;-;-;-;-;-;-;-;-;-;-;30/12/2025 07:41
a3b61152-da4b-40a5-aaf8-2aabf02cd071;001;001.2025.12.0500;D7FB9V2;SDM;SDM-0500;5c99d08a-6f50-41c5-80c3-dcafdc1a3036;Dell Optiplex3050;168896279;i5-7500;8;512 GB;-;B8-85-84-BF-C1-D8;48-A4-72-B4-3F-02;10.10.17.62;-;-;30/12/2025 07:45
a3b61152-da4b-40a5-aaf8-2aabf02cd071;003;003.2025.12.0501;X9LU132971;SDM;SDM-0501;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;Epson L121;-;-;-;-;-;-;-;-;-;-;30/12/2025 07:45
a3b61152-da4b-40a5-aaf8-2aabf02cd071;001;001.2025.12.0502;G6YE4320032Y;SDM;SDM-0502;459e4cce-e375-42c4-893c-57437d650159;DC3217IYE;160016105;i3-32117U;8;256 GB;-;EC-A8-6B-F4-E4-AB;-;10.10.12.70;-;VKA93121;30/12/2025 07:49
a3b61152-da4b-40a5-aaf8-2aabf02cd071;001;001.2025.12.0503;40ZCYF3;SDM;SDM-0503;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optoplex 8030;626768061;i5-10505;8;256 GB;1TB ;70-B5-E8-78-FF-F1;00-5F-67-66-03-AD;10.10.17.67;-;GSXDHC3;30/12/2025 07:56
a3b61152-da4b-40a5-aaf8-2aabf02cd071;003;003.2025.12.0504;X8LV002851;SDM;SDM-0504;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;Epson L1250;-;-;-;-;-;-;-;-;-;-;30/12/2025 08:00
a3b61152-da4b-40a5-aaf8-2aabf02cd071;003;003.2025.12.0505;X8LV003044;SDM;SDM-0505;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;Epson L1250;-;-;-;-;-;-;-;-;-;-;30/12/2025 08:01
a3b61152-da4b-40a5-aaf8-2aabf02cd071;001;001.2025.12.0506;JLYCYF3;SDM;SDM-0506;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optiplex 8030;270075115;i5-10505;8;256 GB;1 TB ;70-B5-E8-78-E8-21;10-27-F5-45-64-32;10.10.17.68;-;FSTDHC3;30/12/2025 08:05
a3b61152-da4b-40a5-aaf8-2aabf02cd071;001;001.2025.12.0507;9LWT053;SDM;SDM-0507;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optiplex 3070;105347054;i5-9500;8;128 GB;1 TB;70-B5-E8-28-0A-95;1C-BF-C0-BC-88-FD;10.10.17.66;-;JJ7TFJ3;30/12/2025 08:09
a3b61152-da4b-40a5-aaf8-2aabf02cd071;001;001.2025.12.0508;H74GYVI3;SDM;SDM-0508;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optiplex 3000;574642813;i5-12500;8;256 GB;1TB ;00-BE-43-E2-4D-E0;7C-2A-31-3D-01-8F;10.10.17.65;-;CN7TFJ3;30/12/2025 08:17
a3b61152-da4b-40a5-aaf8-2aabf02cd071;003;003.2025.12.0509;X5NZ111741;SDM;SDM-0509;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;Epson L5190;-;-;-;-;-;-;-;-;-;-;30/12/2025 08:15
a3b61152-da4b-40a5-aaf8-2aabf02cd071;001;001.2025.12.0510;6MYCYF3;SDM;SDM-0510;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optiplex 8030;322876376;i5-10505;8;256 GB;2 TB;C0-25-A5-A0-2E-82;6C-1F-F7-35-8D-48;10.10.17.64;-;I4WDHC3;30/12/2025 08:22
a3b61152-da4b-40a5-aaf8-2aabf02cd071;003;003.2025.12.0511;X5NZ041551;SDM;SDM-0511;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;Epson L5190;-;-;-;-;-;-;-;-;-;-;30/12/2025 08:26
a3b61152-da4b-40a5-aaf8-2aabf02cd071;003;003.2025.12.0512;X5NZ094263;SDM;SDM-0512;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;Epson L5190;-;-;-;-;-;-;-;-;-;-;30/12/2025 08:27
a3b61152-da4b-40a5-aaf8-2aabf02cd071;001;001.2025.12.0513;JZ4FVQ3;SDM;SDM-0513;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optiplex 3000;821182262;i5-12500;8;256 GB;1TB ;00-BE-43-E2-4D-A9;C8-21-58-B1-93-97;10.10.17.63;-;9P7TFJ3;30/12/2025 08:29
a3b61152-da4b-40a5-aaf8-2aabf02cd071;001;001.2025.12.0514;FLYCYF3;SDM;SDM-0514;debfc410-f4ba-4faf-8947-37394f0e8ee3;Dell Optiplex 8030;899716147;i5-10505;8;256 GB;2 TB;70-B5-E8-78-E8-26;10-27-F5-45-62-9F;10.10.17.60;-;JRTDHC3;30/12/2025 08:33
a3b61152-da4b-40a5-aaf8-2aabf02cd071;003;003.2025.12.0515;X2SK028473;SDM;SDM-0515;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;Epson L1455;-;-;-;-;-;-;-;-;-;-;30/12/2025 08:37
a3b61152-da4b-40a5-aaf8-2aabf02cd071;001;001.2025.12.0516;D78C9P2;SDM;SDM-0516;5c99d08a-6f50-41c5-80c3-dcafdc1a3036;Dell Optiplex 3050;1790863028;15-7500;8;512 GB;-;B8-85-84-C5-AC-B3;90-61-AE-4B-8C-87;10.10.17.59;-;-;30/12/2025 08:39
a3b61152-da4b-40a5-aaf8-2aabf02cd071;003;003.2025.12.0517;X5NZ041573;SDM;SDM-0517;ff9ce3d5-ec91-4276-8594-edb0ec3c3b3f;Epson L5190;-;-;-;-;-;-;-;-;-;-;30/12/2025 08:38
a3b61152-da4b-40a5-aaf8-2aabf02cd071;002;002.2025.12.0518;5XX8WG3;SDM;SDM-0518;3c316cea-e799-455a-a6ea-4f6cd6bccb2e;Inspiron 145410;524471019;i5-1155G7;8;512 GB;-;-;D4-54-8B-80-37-DE;-;-;-;30/12/2025 08:47
